2018710693	5.38
2018810800	5.38
2018910868	5.38
2019010941	5.38
2019111068	5.39
2019210876	5.39
2019310971	5.38
2019411034	5.39
2019510954	5.38
2019611046	5.38
2019711138	5.37
2019811627	5.37
2019910925	5.37
2020010974	5.38
2020110960	5.37
2020210563	5.37
2020310801	5.37
2020412347	5.38
2020511127	5.38
2020611285	5.39
2020710887	5.38
2020811058	5.38
2020911063	5.37
2021012012	5.37
2021111014	5.36
2021211110	5.36
2021310997	5.36
2021410947	5.36
2021510916	5.36
2021611326	5.35
2021711245	5.35
2021811305	5.35
2021910830	5.35
2022011195	5.35
2022111078	5.35
2022211365	5.35
2022310826	5.34
2022410895	5.34
2022510891	5.34
2022611356	5.34
2022710990	5.34
2022810960	5.34
2022911199	5.34
2023011189	5.34
2023111016	5.34
2023210928	5.34
2023310873	5.34
2023411236	5.34
2023511099	5.34
2023610876	5.35
2023711201	5.34
2023810898	5.33
2023910849	5.33
2024010964	5.33
2024110916	5.33
2024210918	5.32
2024310890	5.33
2024410688	5.33
2024510884	5.33
2024611331	5.33
2024710945	5.32
2024810522	5.32
2024910828	5.32
2025010885	5.32
2025111387	5.32
2025211099	5.31
2025311379	5.31
2025410844	5.31
2025510695	5.32
2025610575	5.3
2025711418	5.3
2025811169	5.3
2025911207	5.29
2026010940	5.29
2026111085	5.29
2026210565	5.29
2026311169	5.29
2026410868	5.29
2026511313	5.3
2026611012	5.3
2026711515	5.3
2026810873	5.3
2026911261	5.3
2027011437	5.31
2027111229	5.31
2027210514	5.31
2027311153	5.31
2027410553	5.31
2027510992	5.31
2027610903	5.31
2027710867	5.32
2027811334	5.33
2027910981	5.33
2028011135	5.33
2028110877	5.33
2028211222	5.33
2028310932	5.34
2028410695	5.34
2028510684	5.34
2028610986	5.33
2028711005	5.33
2028810787	5.33
2028910979	5.34
2029010945	5.34
2029110888	5.35
2029210535	5.35
2029310958	5.34
2029411161	5.34
2029511120	5.35
2029610606	5.36
2029710551	5.36
2029811183	5.37
2029910569	5.37
2030011215	5.38
2030110804	5.37
2030211215	5.36
2030310653	5.37
2030411050	5.37
2030511274	5.38
2030611658	5.37
2030711009	5.37
2030811011	5.37
2030911088	5.36
2031012767	5.36
2031110842	5.36
2031211170	5.36
2031311077	5.35
2031411219	5.35
2031511210	5.35
2031611108	5.34
2031710845	5.35
2031811715	5.35
2031910626	5.35
2032010582	5.35
2032110718	5.34
2032211056	5.33
2032310949	5.33
2032411262	5.33
2032510856	5.33
2032611092	5.34
2032710889	5.35
2032810532	5.35
2032911152	5.35
2033011241	5.35
2033111344	5.35
2033210866	5.35
2033310697	5.36
2033410474	5.36
2033511145	5.36
2033611217	5.36
2033710868	5.35
2033811186	5.36
2033911181	5.36
2034010898	5.36
2034111271	5.36
2034211028	5.36
2034311136	5.36
2034410436	5.36
2034511260	5.37
2034610991	5.37
2034711143	5.37
2034811171	5.37
2034911281	5.37
2035011332	5.37
2035111165	5.37
2035210574	5.37
2035311716	5.37
2035411499	5.37
2035511181	5.36
2035610964	5.37
2035711120	5.37
2035810510	5.38
2035911068	5.38
2036011407	5.37
2036110966	5.37
2036210893	5.38
2036311066	5.38
2036410580	5.37
2036510850	5.37
2036611366	5.37
2036710667	5.37
2036810807	5.37
2036910740	5.37
2037011004	5.37
2037111169	5.36
2037210998	5.36
2037311133	5.36
2037411043	5.35
2037511071	5.35
2037610775	5.35
2037710904	5.35
2037811173	5.35
2037910726	5.35
2038011043	5.35
2038111273	5.34
2038210980	5.33
2038310997	5.34
2038410877	5.34
2038510697	5.34
2038610988	5.34
2038710673	5.33
2038810706	5.34
2038911082	5.33
2039011590	5.34
2039111028	5.33
2039210880	5.33
2039310684	5.33
2039410992	5.33
2039510926	5.33
2039610995	5.33
2039710833	5.33
2039811067	5.33
2039910878	5.33
2040011148	5.33
2040110873	5.33
2040211697	5.33
2040310895	5.33
2040411062	5.32
2040510858	5.32
2040611074	5.33
2040710938	5.33
2040811428	5.32
2040910858	5.31
2041011242	5.32
2041110909	5.32
2041210882	5.32
2041310953	5.32
2041411345	5.33
2041510972	5.33
2041612006	5.33
2041711004	5.32
2041811039	5.32
2041910855	5.31
2042011341	5.3
2042110893	5.3
2042211300	5.3
2042311012	5.29
2042411011	5.29
2042511276	5.29
2042611821	5.29
2042711168	5.3
2042810596	5.3
2042910868	5.3
2043011087	5.29
2043110901	5.3
2043211199	5.3
2043310981	5.3
2043411012	5.3
2043510880	5.3
2043610886	5.3
2043711334	5.29
2043811630	5.29
2043911064	5.29
2044010956	5.29
2044111092	5.29
2044211141	5.29
2044310933	5.3
2044410839	5.3
2044510905	5.3
2044610984	5.31
2044711032	5.31
2044810804	5.32
2044911329	5.32
2045011925	5.33
2045111267	5.33
2045210945	5.33
2045311140	5.33
2045410869	5.33
2045510939	5.33
2045611086	5.33
2045711361	5.33
2045811079	5.33
2045911350	5.33
2046010753	5.33
2046111637	5.33
2046211191	5.34
2046311278	5.34
2046411133	5.34
2046511048	5.34
2046611025	5.34
2046711248	5.34
2046811030	5.34
2046910994	5.34
2047011431	5.34
2047111175	5.34
2047210701	5.34
2047311119	5.34
2047411669	5.34
2047510862	5.34
2047610567	5.34
2047710774	5.34
2047810916	5.34
2047910901	5.34
2048011208	5.34
2048111051	5.34
2048211183	5.35
2048311032	5.35
2048410592	5.36
2048511120	5.35
2048611389	5.35
2048710904	5.35
2048810679	5.35
2048910674	5.34
2049011119	5.34
2049110908	5.33
2049211332	5.33
2049310896	5.33
2049410960	5.33
2049510695	5.34
2049611168	5.34
2049710997	5.34
2049811761	5.33
2049910943	5.33
2050011249	5.33
2050111280	5.33
2050211144	5.33
2050310548	5.32
2050411114	5.32
2050511147	5.33
2050611536	5.33
2050710557	5.33
