FMT, 128, 89, FMT, BBnNZ, Type,Length,Name,Format,Columns
FMT, 129, 31, PARM, QNf, TimeUS,Name,Value
FMT, 130, 50, GPS, QBIHBcLLeeEefB, TimeUS,Status,GMS,GWk,NSats,HDop,Lat,Lng,RAlt,Alt,Spd,GCrs,VZ,U
FMT, 131, 50, GPS2, QBIHBcLLeeEefB, TimeUS,Status,GMS,GWk,NSats,HDop,Lat,Lng,RAlt,Alt,Spd,GCrs,VZ,U
FMT, 194, 19, GPA, QCCCC, TimeUS,VDop,HAcc,VAcc,SAcc
FMT, 195, 19, GPA2, QCCCC, TimeUS,VDop,HAcc,VAcc,SAcc
FMT, 132, 49, IMU, QffffffIIfBB, TimeUS,GyrX,GyrY,GyrZ,AccX,AccY,AccZ,ErrG,ErrA,Temp,GyHlt,AcHlt
FMT, 133, 75, MSG, QZ, TimeUS,Message
FMT, 134, 39, RCIN, Qhhhhhhhhhhhhhh, TimeUS,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14
FMT, 135, 35, RCOU, Qhhhhhhhhhhhh, TimeUS,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8,Ch9,Ch10,Ch11,Ch12
FMT, 136, 15, RSSI, Qf, TimeUS,RXRSSI
FMT, 138, 25, BARO, Qffcf, TimeUS,Alt,Press,Temp,CRt
FMT, 139, 17, POWR, QCCH, TimeUS,Vcc,VServo,Flags
FMT, 146, 45, CMD, QHHHfffffff, TimeUS,CTot,CNum,CId,Prm1,Prm2,Prm3,Prm4,Lat,Lng,Alt
FMT, 147, 20, RAD, QBBBBBHH, TimeUS,RSSI,RemRSSI,TxBuf,Noise,RemNoise,RxErrors,Fixed
FMT, 149, 39, CAM, QIHLLeeccC, TimeUS,GPSTime,GPSWeek,Lat,Lng,Alt,RelAlt,Roll,Pitch,Yaw
FMT, 165, 29, ARSP, Qffcff, TimeUS,Airspeed,DiffPress,Temp,RawPress,Offset
FMT, 167, 25, CURR, QhhhHfh, TimeUS,Throttle,Volt,Curr,Vcc,CurrTot,Volt2
FMT, 166, 27, ATT, QccccCCCC, TimeUS,DesRoll,Roll,DesPitch,Pitch,DesYaw,Yaw,ErrRP,ErrYaw
FMT, 168, 30, MAG, QhhhhhhhhhB, TimeUS,MagX,MagY,MagZ,OfsX,OfsY,OfsZ,MOfsX,MOfsY,MOfsZ,Health
FMT, 171, 13, MODE, QMB, TimeUS,Mode,ModeNum
FMT, 196, 15, RFND, QCC, TimeUS,Dist1,Dist2
FMT, 137, 49, IMU2, QffffffIIfBB, TimeUS,GyrX,GyrY,GyrZ,AccX,AccY,AccZ,ErrG,ErrA,Temp,GyHlt,AcHlt
FMT, 150, 49, IMU3, QffffffIIfBB, TimeUS,GyrX,GyrY,GyrZ,AccX,AccY,AccZ,ErrG,ErrA,Temp,GyHlt,AcHlt
FMT, 140, 29, AHR2, QccCfLL, TimeUS,Roll,Pitch,Yaw,Alt,Lat,Lng
FMT, 182, 27, POS, QLLff, TimeUS,Lat,Lng,Alt,RelAlt
FMT, 141, 29, SIM, QccCfLL, TimeUS,Roll,Pitch,Yaw,Alt,Lat,Lng
FMT, 142, 47, EKF1, QccCffffffccc, TimeUS,Roll,Pitch,Yaw,VN,VE,VD,PN,PE,PD,GX,GY,GZ
FMT, 143, 30, EKF2, Qbbbcchhhhhh, TimeUS,Ratio,AZ1bias,AZ2bias,VWN,VWE,MN,ME,MD,MX,MY,MZ
FMT, 144, 31, EKF3, Qcccccchhhc, TimeUS,IVN,IVE,IVD,IPN,IPE,IPD,IMX,IMY,IMZ,IVT
FMT, 145, 31, EKF4, QcccccccbbBBH, TimeUS,SV,SP,SH,SMX,SMY,SMZ,SVT,OFN,EFE,FS,TS,SS
FMT, 151, 34, TERR, QBLLHffHH, TimeUS,Status,Lat,Lng,Spacing,TerrH,CHeight,Pending,Loaded
FMT, 152, 18, UBX1, QBHBBH, TimeUS,Instance,noisePerMS,jamInd,aPower,agcCnt
FMT, 153, 16, UBX2, QBbBbB, TimeUS,Instance,ofsI,magI,ofsQ,magQ
FMT, 154, 24, UBX3, QBfff, TimeUS,Instance,hAcc,vAcc,sAcc
FMT, 172, 42, GRAW, QIHBBddfBbB, TimeUS,WkMS,Week,numSV,sv,cpMes,prMes,doMes,mesQI,cno,lli
FMT, 173, 24, GRXH, QdHbBB, TimeUS,rcvTime,week,leapS,numMeas,recStat
FMT, 174, 41, GRXS, QddfBBBHBBBBB, TimeUS,prMes,cpMes,doMes,gnss,sv,freq,lock,cno,prD,cpD,doD,trk
FMT, 175, 63, SBFE, QIHBBdddfffff, TimeUS,TOW,WN,Mode,Err,Lat,Long,Height,Undul,Vn,Ve,Vu,COG
FMT, 155, 19, ESC1, Qcccc, TimeUS,RPM,Volt,Curr,Temp
FMT, 156, 19, ESC2, Qcccc, TimeUS,RPM,Volt,Curr,Temp
FMT, 157, 19, ESC3, Qcccc, TimeUS,RPM,Volt,Curr,Temp
FMT, 158, 19, ESC4, Qcccc, TimeUS,RPM,Volt,Curr,Temp
FMT, 159, 19, ESC5, Qcccc, TimeUS,RPM,Volt,Curr,Temp
FMT, 160, 19, ESC6, Qcccc, TimeUS,RPM,Volt,Curr,Temp
FMT, 161, 19, ESC7, Qcccc, TimeUS,RPM,Volt,Curr,Temp
FMT, 162, 19, ESC8, Qcccc, TimeUS,RPM,Volt,Curr,Temp
FMT, 163, 28, EKF5, QBhhhcccCC, TimeUS,normInnov,FIX,FIY,AFI,HAGL,offset,RI,meaRng,errHAGL
FMT, 169, 30, MAG2, QhhhhhhhhhB, TimeUS,MagX,MagY,MagZ,OfsX,OfsY,OfsZ,MOfsX,MOfsY,MOfsZ,Health
FMT, 170, 30, MAG3, QhhhhhhhhhB, TimeUS,MagX,MagY,MagZ,OfsX,OfsY,OfsZ,MOfsX,MOfsY,MOfsZ,Health
FMT, 176, 31, ACC1, QQfff, TimeUS,SampleUS,AccX,AccY,AccZ
FMT, 177, 31, ACC2, QQfff, TimeUS,SampleUS,AccX,AccY,AccZ
FMT, 178, 31, ACC3, QQfff, TimeUS,SampleUS,AccX,AccY,AccZ
FMT, 179, 31, GYR1, QQfff, TimeUS,SampleUS,GyrX,GyrY,GyrZ
FMT, 180, 31, GYR2, QQfff, TimeUS,SampleUS,GyrX,GyrY,GyrZ
FMT, 181, 31, GYR3, QQfff, TimeUS,SampleUS,GyrX,GyrY,GyrZ
FMT, 183, 35, PIDR, Qffffff, TimeUS,Des,P,I,D,FF,AFF
FMT, 184, 35, PIDP, Qffffff, TimeUS,Des,P,I,D,FF,AFF
FMT, 185, 35, PIDY, Qffffff, TimeUS,Des,P,I,D,FF,AFF
FMT, 186, 35, PIDA, Qffffff, TimeUS,Des,P,I,D,FF,AFF
FMT, 187, 35, PIDS, Qffffff, TimeUS,Des,P,I,D,FF,AFF
FMT, 164, 25, BAR2, Qffcf, TimeUS,Alt,Press,Temp,CRt
FMT, 197, 25, BAR3, Qffcf, TimeUS,Alt,Press,Temp,CRt
FMT, 188, 35, VIBE, QfffIII, TimeUS,VibeX,VibeY,VibeZ,Clip0,Clip1,Clip2
FMT, 189, 43, IMT, Qffffffff, TimeUS,DelT,DelvT,DelAX,DelAY,DelAZ,DelVX,DelVY,DelVZ
FMT, 190, 43, IMT2, Qffffffff, TimeUS,DelT,DelvT,DelAX,DelAY,DelAZ,DelVX,DelVY,DelVZ
FMT, 191, 43, IMT3, Qffffffff, TimeUS,DelT,DelvT,DelAX,DelAY,DelAZ,DelVX,DelVY,DelVZ
FMT, 192, 24, ORGN, QBLLe, TimeUS,Type,Lat,Lng,Alt
FMT, 193, 19, RPM, Qff, TimeUS,rpm1,rpm2
FMT, 2, 30, PM, QIHIhhhBH, TimeUS,LTime,MLC,gDt,GDx,GDy,GDz,I2CErr,INSErr
FMT, 3, 14, STRT, QBH, TimeUS,SType,CTot
FMT, 0, 27, CTUN, Qcccchhf, TimeUS,NavRoll,Roll,NavPitch,Pitch,ThrOut,RdrOut,AccY
FMT, 1, 33, NTUN, QCfccccfI, TimeUS,Yaw,WpDist,TargBrg,NavBrg,AltErr,Arspd,Alt,GSpdCM
FMT, 8, 31, SONR, QHfffBBf, TimeUS,DistCM,Volt,BaroAlt,GSpd,Thr,Cnt,Corr
FMT, 9, 14, ARM, QBH, TimeUS,ArmState,ArmChecks
FMT, 148, 27, ATRP, QBBcfff, TimeUS,Type,State,Servo,Demanded,Achieved,P
FMT, 10, 20, STAT, QBfBBBB, TimeUS,isFlying,isFlyProb,Armed,Safety,Crash,Still
FMT, 11, 28, OF, QBffff, TimeUS,Qual,flowX,flowY,bodyX,bodyY
FMT, 6, 59, TECS, Qffffffffffff, TimeUS,h,dh,h_dem,dh_dem,sp_dem,sp,dsp,ith,iph,th,ph,dsp_dem
PARM, 266477958, FORMAT_VERSION, 13
PARM, 266478023, SYSID_SW_TYPE, 0
PARM, 266478033, SYSID_THISMAV, 1
PARM, 266478043, SYSID_MYGCS, 253
PARM, 266478052, CLI_ENABLED, 0
PARM, 266478072, SERIAL0_BAUD, 115
PARM, 266478085, SERIAL1_PROTOCOL, 1
PARM, 266478099, SERIAL1_BAUD, 57
PARM, 266478113, SERIAL2_PROTOCOL, 1
PARM, 266478164, SERIAL2_BAUD, 57
PARM, 266478179, SERIAL3_PROTOCOL, 5
PARM, 266478194, SERIAL3_BAUD, 38
PARM, 266478210, SERIAL4_PROTOCOL, 5
PARM, 266478226, SERIAL4_BAUD, 38
PARM, 266478239, AUTOTUNE_LEVEL, 7
PARM, 266478249, TELEM_DELAY, 0
PARM, 266478258, GCS_PID_MASK, 0
PARM, 266478268, KFF_RDDRMIX, 0.5
PARM, 266478278, KFF_THR2PTCH, 1
PARM, 266478288, STAB_PITCH_DOWN, 0
PARM, 266478297, GLIDE_SLOPE_MIN, 15
PARM, 266478307, GLIDE_SLOPE_THR, 5
PARM, 266478317, STICK_MIXING, 1
PARM, 266478327, AUTO_FBW_STEER, 0
PARM, 266478367, TKOFF_THR_MINSPD, 0
PARM, 266478377, TKOFF_THR_MINACC, 3
PARM, 266478387, TKOFF_THR_DELAY, 0
PARM, 266478397, TKOFF_TDRAG_ELEV, 0
PARM, 266478406, TKOFF_TDRAG_SPD1, 0
PARM, 266478416, TKOFF_ROTATE_SPD, 0
PARM, 266478426, TKOFF_THR_SLEW, 100
PARM, 266478436, TKOFF_FLAP_PCNT, 0
PARM, 266478446, FBWA_TDRAG_CHAN, 0
PARM, 266478456, LEVEL_ROLL_LIMIT, 18
PARM, 266478466, LAND_PITCH_CD, 0
PARM, 266478476, LAND_FLARE_ALT, 0
PARM, 266478485, LAND_FLARE_SEC, 3
PARM, 266478495, LAND_DISARMDELAY, 20
PARM, 266478534, LAND_ABORT_THR, 0
PARM, 266478543, NAV_CONTROLLER, 1
PARM, 266478553, ALT_MIX, 1
PARM, 266478562, ALT_CTRL_ALG, 0
PARM, 266478572, ALT_OFFSET, 0
PARM, 266478582, WP_RADIUS, 2
PARM, 266478591, WP_MAX_RADIUS, 0
PARM, 266478601, WP_LOITER_RAD, 60
PARM, 266478611, FENCE_ACTION, 0
PARM, 266478621, FENCE_TOTAL, 0
PARM, 266478630, FENCE_CHANNEL, 0
PARM, 266478640, FENCE_MINALT, 0
PARM, 266478650, FENCE_MAXALT, 0
PARM, 266478659, FENCE_RETALT, 0
PARM, 266478669, FENCE_AUTOENABLE, 0
PARM, 266478679, FENCE_RET_RALLY, 0
PARM, 266478689, STALL_PREVENTION, 1
PARM, 266478699, ARSPD_FBW_MIN, 15
PARM, 266478708, ARSPD_FBW_MAX, 30
PARM, 266478718, FBWB_ELEV_REV, 0
PARM, 266478728, TERRAIN_FOLLOW, 0
PARM, 266478738, TERRAIN_LOOKAHD, 1000
PARM, 266478748, FBWB_CLIMB_RATE, 3
PARM, 266478757, THR_MIN, 0
PARM, 266478861, THR_MAX, 100
PARM, 266478870, TKOFF_THR_MAX, 100
PARM, 266478880, THR_SLEWRATE, 60
PARM, 266478890, FLAP_SLEWRATE, 75
PARM, 266478899, THR_SUPP_MAN, 0
PARM, 266478909, THR_PASS_STAB, 0
PARM, 266478919, THR_FAILSAFE, 1
PARM, 266478967, THR_FS_VALUE, 950
PARM, 266478977, TRIM_THROTTLE, 20
PARM, 266478987, THROTTLE_NUDGE, 1
PARM, 266478996, FS_SHORT_ACTN, 0
PARM, 266479006, FS_SHORT_TIMEOUT, 1
PARM, 266479016, FS_LONG_ACTN, 0
PARM, 266479034, FS_LONG_TIMEOUT, 300
PARM, 266479043, FS_BATT_VOLTAGE, 0
PARM, 266479053, FS_BATT_MAH, 0
PARM, 266479063, FS_GCS_ENABL, 0
PARM, 266479073, FLTMODE_CH, 6
PARM, 266479119, FLTMODE1, 10
PARM, 266479129, FLTMODE2, 11
PARM, 266479139, FLTMODE3, 5
PARM, 266479148, FLTMODE4, 5
PARM, 266479157, FLTMODE5, 0
PARM, 266479167, FLTMODE6, 0
PARM, 266479177, INITIAL_MODE, 0
PARM, 266479186, LIM_ROLL_CD, 4500
PARM, 266479196, LIM_PITCH_MAX, 3000
PARM, 266479206, LIM_PITCH_MIN, -6000
PARM, 266479216, ACRO_ROLL_RATE, 180
PARM, 266479225, ACRO_PITCH_RATE, 180
PARM, 266479235, ACRO_LOCKING, 0
PARM, 266479245, GROUND_STEER_ALT, 0
PARM, 266479255, GROUND_STEER_DPS, 90
PARM, 266479265, TRIM_AUTO, 0
PARM, 266479274, ELEVON_MIXING, 0
PARM, 266479284, ELEVON_REVERSE, 0
PARM, 266479294, ELEVON_CH1_REV, 1
PARM, 266479304, ELEVON_CH2_REV, 0
PARM, 266479313, VTAIL_OUTPUT, 0
PARM, 266479323, ELEVON_OUTPUT, 3
PARM, 266479333, MIXING_GAIN, 0.5
PARM, 266479343, RUDDER_ONLY, 0
PARM, 266479388, SYS_NUM_RESETS, 117
PARM, 266479398, LOG_BITMASK, 5190
PARM, 266479408, RST_SWITCH_CH, 0
PARM, 266479418, RST_MISSION_CH, 0
PARM, 266479427, TRIM_ARSPD_CM, 2100
PARM, 266479437, SCALING_SPEED, 15
PARM, 266479447, MIN_GNDSPD_CM, 0
PARM, 266479457, TRIM_PITCH_CD, 0
PARM, 266479466, ALT_HOLD_RTL, 10000
PARM, 266479476, ALT_HOLD_FBWCM, 0
PARM, 266479486, MAG_ENABLE, 1
PARM, 266479496, FLAP_IN_CHANNEL, 0
PARM, 266479505, FLAPERON_OUTPUT, 0
PARM, 266479515, FLAP_1_PERCNT, 0
PARM, 266479525, FLAP_1_SPEED, 0
PARM, 266479535, FLAP_2_PERCNT, 0
PARM, 266479544, FLAP_2_SPEED, 0
PARM, 266479554, LAND_FLAP_PERCNT, 0
PARM, 266479619, OVERRIDE_CHAN, 0
PARM, 266479629, INVERTEDFLT_CH, 0
PARM, 266479639, HIL_MODE, 0
PARM, 266479648, HIL_SERVOS, 0
PARM, 266479658, HIL_ERR_LIMIT, 5
PARM, 266479668, RTL_AUTOLAND, 0
PARM, 266479677, TRIM_RC_AT_START, 1
PARM, 266479687, CRASH_DETECT, 0
PARM, 266479700, GND_ABS_PRESS, 95133.41
PARM, 266479713, GND_TEMP, 20.66517
PARM, 266479726, GND_ALT_OFFSET, 0
PARM, 266479740, GND_PRIMARY, 0
PARM, 266479754, GPS_TYPE, 1
PARM, 266479828, GPS_TYPE2, 0
PARM, 266479841, GPS_NAVFILTER, 8
PARM, 266479855, GPS_AUTO_SWITCH, 1
PARM, 266479870, GPS_MIN_DGPS, 100
PARM, 266479927, GPS_SBAS_MODE, 2
PARM, 266479942, GPS_MIN_ELEV, -100
PARM, 266480001, GPS_INJECT_TO, 127
PARM, 266480026, GPS_SBP_LOGMASK, -256
PARM, 266480042, GPS_RAW_DATA, 0
PARM, 266480059, GPS_GNSS_MODE, 0
PARM, 266480078, CAM_TRIGG_TYPE, 0
PARM, 266480091, CAM_DURATION, 5
PARM, 266480104, CAM_SERVO_ON, 2000
PARM, 266480118, CAM_SERVO_OFF, 1000
PARM, 266480132, CAM_TRIGG_DIST, 0
PARM, 266480147, CAM_RELAY_ON, 1
PARM, 266480163, ARMING_REQUIRE, 2
PARM, 266480182, ARMING_CHECK, 0
PARM, 266480197, ARMING_RUDDER, 1
PARM, 266480247, RELAY_PIN, 54
PARM, 266480260, RELAY_PIN2, -1
PARM, 266480274, RELAY_PIN3, -1
PARM, 266480287, RELAY_PIN4, -1
PARM, 266480302, RELAY_DEFAULT, 0
PARM, 266480316, RNGFND_TYPE, 5
PARM, 266480329, RNGFND_PIN, -1
PARM, 266480342, RNGFND_SCALING, 1
PARM, 266480356, RNGFND_OFFSET, 0
PARM, 266480465, RNGFND_FUNCTION, 0
PARM, 266480510, RNGFND_MIN_CM, 20
PARM, 266480526, RNGFND_MAX_CM, 3500
PARM, 266480542, RNGFND_STOP_PIN, 55
PARM, 266480558, RNGFND_SETTLE, 0
PARM, 266480575, RNGFND_RMETRIC, 1
PARM, 266480592, RNGFND_PWRRNG, 70
PARM, 266480610, RNGFND_GNDCLEAR, 10
PARM, 266480666, RNGFND2_TYPE, 0
PARM, 266480684, RNGFND2_PIN, -1
PARM, 266480703, RNGFND2_SCALING, 3
PARM, 266480723, RNGFND2_OFFSET, 0
PARM, 266480743, RNGFND2_FUNCTION, 0
PARM, 266480763, RNGFND2_MIN_CM, 20
PARM, 266480784, RNGFND2_MAX_CM, 3500
PARM, 266480806, RNGFND2_STOP_PIN, -1
PARM, 266480827, RNGFND2_SETTLE, 0
PARM, 266480849, RNGFND2_RMETRIC, 1
